Gender,Age,Height_cm,Weight_kg,Body_Type,Goal,Daily_Calories,Protein_g,Carbs_g,Fats_g,Breakfast,Lunch,Dinner,Snacks
Male,43,152,84,Endomorph,Lean Bulk,2490,166,311,69,Idli & Sambar,Curd Rice,Roti & Paneer Curry,Peanut Chaat
Female,35,170,98,Mesomorph,Maintenance,1963,189,245,54,Vegetable Upma,Curd Rice,Vegetable Stir Fry,Fruit Bowl
Female,37,179,81,Endomorph,Lean Bulk,2565,175,320,71,Idli & Sambar,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Fruit Bowl
Male,26,156,70,Endomorph,Fat Loss,2692,121,336,74,Idli & Sambar,Chicken Curry with Rice,Khichdi,Protein Shake
Male,21,166,100,Ectomorph,Lean Bulk,1898,216,237,52,Idli & Sambar,Rajma Chawal,Khichdi,Protein Shake
Female,35,160,58,Endomorph,Maintenance,2045,97,255,56,Oats with Milk,"Roti, Sabzi & Dal",Fish Curry with Rice,Peanut Chaat
Male,51,183,65,Endomorph,Maintenance,2803,142,350,77,Vegetable Upma,Curd Rice,Grilled Chicken & Veggies,Fruit Bowl
Female,36,155,72,Endomorph,Lean Bulk,2221,145,277,61,Idli & Sambar,Curd Rice,Roti & Paneer Curry,Roasted Chana
Male,31,179,74,Ectomorph,Maintenance,2014,133,251,55,Poha,"Roti, Sabzi & Dal",Vegetable Stir Fry,Boiled Eggs
Female,47,159,82,Ectomorph,Lean Bulk,2248,176,281,62,Paneer Paratha,Curd Rice,Vegetable Stir Fry,Protein Shake
Male,43,162,54,Mesomorph,Maintenance,2136,108,267,59,Poha,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Peanut Chaat
Male,25,165,51,Mesomorph,Lean Bulk,2346,82,293,65,Poha,Curd Rice,Khichdi,Boiled Eggs
Male,53,155,72,Mesomorph,Lean Bulk,2108,132,263,58,Paneer Paratha,"Roti, Sabzi & Dal",Khichdi,Fruit Bowl
Female,35,173,56,Ectomorph,Fat Loss,2583,114,322,71,Paneer Paratha,Chicken Curry with Rice,Khichdi,Roasted Chana
Female,29,188,67,Endomorph,Fat Loss,2810,128,351,78,Idli & Sambar,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Fruit Bowl
Male,25,153,52,Endomorph,Maintenance,2288,85,286,63,Idli & Sambar,Rajma Chawal,Grilled Chicken & Veggies,Protein Shake
Female,43,175,56,Ectomorph,Fat Loss,2349,106,293,65,Oats with Milk,Chicken Curry with Rice,Khichdi,Boiled Eggs
Female,18,156,61,Endomorph,Fat Loss,2776,124,347,77,Oats with Milk,Chicken Curry with Rice,Khichdi,Fruit Bowl
Male,29,171,79,Ectomorph,Lean Bulk,2771,146,346,76,Idli & Sambar,Chicken Curry with Rice,Khichdi,Fruit Bowl
Male,18,188,72,Mesomorph,Fat Loss,1802,136,225,50,Oats with Milk,Curd Rice,Roti & Paneer Curry,Fruit Bowl
Male,54,168,64,Endomorph,Fat Loss,2142,131,267,59,Idli & Sambar,"Rice, Dal & Veg Curry",Khichdi,Boiled Eggs
Female,49,172,84,Mesomorph,Fat Loss,2796,147,349,77,Paneer Paratha,"Rice, Dal & Veg Curry",Khichdi,Boiled Eggs
Female,51,188,80,Ectomorph,Maintenance,2863,162,357,79,Idli & Sambar,Chicken Curry with Rice,Fish Curry with Rice,Roasted Chana
Male,40,181,51,Ectomorph,Fat Loss,2682,92,335,74,Idli & Sambar,Chicken Curry with Rice,Fish Curry with Rice,Fruit Bowl
Female,52,178,83,Ectomorph,Maintenance,2514,177,314,69,Paneer Paratha,"Roti, Sabzi & Dal",Fish Curry with Rice,Boiled Eggs
Female,30,152,87,Endomorph,Fat Loss,2503,182,312,69,Idli & Sambar,Curd Rice,Fish Curry with Rice,Protein Shake
Female,36,157,50,Mesomorph,Fat Loss,2101,93,262,58,Oats with Milk,"Roti, Sabzi & Dal",Khichdi,Protein Shake
Male,37,181,68,Ectomorph,Maintenance,1831,127,228,50,Oats with Milk,Rajma Chawal,Vegetable Stir Fry,Fruit Bowl
Male,49,169,50,Mesomorph,Maintenance,1801,81,225,50,Oats with Milk,Rajma Chawal,Khichdi,Protein Shake
Male,23,167,59,Endomorph,Lean Bulk,2684,115,335,74,Idli & Sambar,Rajma Chawal,Grilled Chicken & Veggies,Fruit Bowl
Female,40,165,93,Endomorph,Maintenance,2665,171,333,74,Idli & Sambar,Rajma Chawal,Khichdi,Protein Shake
Female,29,186,77,Endomorph,Maintenance,2984,129,373,82,Oats with Milk,Rajma Chawal,Grilled Chicken & Veggies,Peanut Chaat
Male,37,169,55,Mesomorph,Fat Loss,2744,106,343,76,Paneer Paratha,Curd Rice,Roti & Paneer Curry,Roasted Chana
Female,38,182,93,Endomorph,Maintenance,2759,168,344,76,Paneer Paratha,Curd Rice,Fish Curry with Rice,Peanut Chaat
Male,53,151,99,Mesomorph,Lean Bulk,2087,194,260,57,Vegetable Upma,Chicken Curry with Rice,Vegetable Stir Fry,Protein Shake
Female,26,189,84,Endomorph,Maintenance,1909,172,238,53,Paneer Paratha,Chicken Curry with Rice,Fish Curry with Rice,Fruit Bowl
Female,51,179,53,Ectomorph,Lean Bulk,2353,111,294,65,Idli & Sambar,Rajma Chawal,Vegetable Stir Fry,Fruit Bowl
Female,54,180,94,Mesomorph,Lean Bulk,2048,192,256,56,Poha,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Protein Shake
Male,53,181,58,Ectomorph,Fat Loss,2116,103,264,58,Vegetable Upma,"Rice, Dal & Veg Curry",Fish Curry with Rice,Protein Shake
Male,25,154,50,Ectomorph,Fat Loss,2047,95,255,56,Oats with Milk,Chicken Curry with Rice,Roti & Paneer Curry,Peanut Chaat
Male,50,178,75,Ectomorph,Lean Bulk,2414,138,301,67,Oats with Milk,Chicken Curry with Rice,Vegetable Stir Fry,Boiled Eggs
Female,25,177,59,Endomorph,Lean Bulk,2178,99,272,60,Oats with Milk,Chicken Curry with Rice,Vegetable Stir Fry,Protein Shake
Male,48,180,68,Mesomorph,Fat Loss,2004,147,250,55,Paneer Paratha,Rajma Chawal,Khichdi,Peanut Chaat
Female,24,179,76,Mesomorph,Lean Bulk,1857,134,232,51,Idli & Sambar,"Roti, Sabzi & Dal",Fish Curry with Rice,Fruit Bowl
Female,20,189,78,Ectomorph,Maintenance,2085,146,260,57,Paneer Paratha,Rajma Chawal,Roti & Paneer Curry,Roasted Chana
Female,50,182,63,Mesomorph,Fat Loss,2875,115,359,79,Idli & Sambar,Chicken Curry with Rice,Grilled Chicken & Veggies,Boiled Eggs
Female,47,158,67,Endomorph,Maintenance,2606,109,325,72,Paneer Paratha,Curd Rice,Fish Curry with Rice,Protein Shake
Male,54,182,99,Endomorph,Fat Loss,2330,166,291,64,Vegetable Upma,"Roti, Sabzi & Dal",Vegetable Stir Fry,Boiled Eggs
Female,22,152,51,Endomorph,Lean Bulk,2274,84,284,63,Idli & Sambar,Curd Rice,Fish Curry with Rice,Boiled Eggs
Male,33,156,61,Endomorph,Maintenance,2660,131,332,73,Idli & Sambar,"Roti, Sabzi & Dal",Khichdi,Fruit Bowl
Male,22,178,98,Mesomorph,Fat Loss,1860,211,232,51,Vegetable Upma,"Rice, Dal & Veg Curry",Fish Curry with Rice,Peanut Chaat
Male,54,185,62,Ectomorph,Maintenance,2805,115,350,77,Vegetable Upma,Chicken Curry with Rice,Grilled Chicken & Veggies,Roasted Chana
Female,51,162,55,Endomorph,Lean Bulk,1997,94,249,55,Oats with Milk,"Rice, Dal & Veg Curry",Khichdi,Peanut Chaat
Male,39,161,93,Endomorph,Fat Loss,2881,176,360,80,Oats with Milk,"Roti, Sabzi & Dal",Fish Curry with Rice,Protein Shake
Female,40,189,85,Ectomorph,Lean Bulk,2698,157,337,74,Paneer Paratha,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Fruit Bowl
Male,51,169,56,Ectomorph,Maintenance,2272,91,284,63,Poha,Rajma Chawal,Roti & Paneer Curry,Roasted Chana
Female,34,174,95,Mesomorph,Lean Bulk,2123,207,265,58,Idli & Sambar,"Roti, Sabzi & Dal",Vegetable Stir Fry,Roasted Chana
Female,43,189,53,Endomorph,Fat Loss,2027,103,253,56,Vegetable Upma,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Boiled Eggs
Female,34,162,71,Ectomorph,Lean Bulk,2218,136,277,61,Vegetable Upma,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Peanut Chaat
Male,54,189,94,Ectomorph,Maintenance,1944,203,243,54,Poha,"Roti, Sabzi & Dal",Roti & Paneer Curry,Protein Shake
Female,26,167,96,Ectomorph,Lean Bulk,1872,182,234,52,Oats with Milk,Rajma Chawal,Fish Curry with Rice,Peanut Chaat
Female,32,151,53,Ectomorph,Lean Bulk,2894,104,361,80,Paneer Paratha,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Peanut Chaat
Male,42,174,94,Ectomorph,Maintenance,2674,181,334,74,Idli & Sambar,Curd Rice,Roti & Paneer Curry,Protein Shake
Female,40,162,71,Mesomorph,Lean Bulk,2287,123,285,63,Poha,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Peanut Chaat
Male,18,165,53,Ectomorph,Lean Bulk,2059,98,257,57,Vegetable Upma,"Rice, Dal & Veg Curry",Khichdi,Boiled Eggs
Male,36,158,88,Mesomorph,Maintenance,2050,175,256,56,Idli & Sambar,Rajma Chawal,Vegetable Stir Fry,Roasted Chana
Female,40,164,78,Endomorph,Maintenance,2551,161,318,70,Vegetable Upma,Chicken Curry with Rice,Vegetable Stir Fry,Boiled Eggs
Female,52,182,56,Ectomorph,Maintenance,2641,113,330,73,Poha,Curd Rice,Khichdi,Fruit Bowl
Male,26,183,64,Mesomorph,Fat Loss,2932,110,366,81,Vegetable Upma,Chicken Curry with Rice,Roti & Paneer Curry,Roasted Chana
Female,47,157,51,Mesomorph,Lean Bulk,2353,90,294,65,Paneer Paratha,Rajma Chawal,Roti & Paneer Curry,Fruit Bowl
Female,42,181,51,Mesomorph,Maintenance,2709,82,338,75,Oats with Milk,Curd Rice,Grilled Chicken & Veggies,Peanut Chaat
Male,37,152,84,Mesomorph,Lean Bulk,2488,180,311,69,Vegetable Upma,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Fruit Bowl
Female,45,177,100,Endomorph,Fat Loss,1916,208,239,53,Poha,Curd Rice,Khichdi,Protein Shake
Female,45,186,96,Endomorph,Fat Loss,2332,162,291,64,Paneer Paratha,Curd Rice,Grilled Chicken & Veggies,Roasted Chana
Male,35,167,55,Ectomorph,Fat Loss,2405,99,300,66,Paneer Paratha,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Boiled Eggs
Female,35,166,100,Endomorph,Fat Loss,1825,167,228,50,Poha,Rajma Chawal,Khichdi,Roasted Chana
Female,47,151,78,Ectomorph,Maintenance,1875,170,234,52,Paneer Paratha,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Peanut Chaat
Male,55,155,67,Endomorph,Fat Loss,2443,145,305,67,Paneer Paratha,Chicken Curry with Rice,Khichdi,Boiled Eggs
Female,49,158,64,Endomorph,Lean Bulk,2100,135,262,58,Idli & Sambar,Chicken Curry with Rice,Roti & Paneer Curry,Fruit Bowl
Male,50,178,87,Mesomorph,Lean Bulk,2933,176,366,81,Idli & Sambar,Rajma Chawal,Khichdi,Fruit Bowl
Female,52,152,88,Ectomorph,Maintenance,2023,144,252,56,Paneer Paratha,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Fruit Bowl
Male,31,170,86,Mesomorph,Fat Loss,2651,141,331,73,Paneer Paratha,Rajma Chawal,Grilled Chicken & Veggies,Fruit Bowl
Female,41,171,76,Endomorph,Maintenance,2763,164,345,76,Vegetable Upma,"Roti, Sabzi & Dal",Roti & Paneer Curry,Roasted Chana
Female,20,168,59,Endomorph,Lean Bulk,2017,115,252,56,Vegetable Upma,"Roti, Sabzi & Dal",Vegetable Stir Fry,Protein Shake
Female,31,174,87,Ectomorph,Fat Loss,2107,159,263,58,Idli & Sambar,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Protein Shake
Female,52,157,83,Ectomorph,Fat Loss,2767,165,345,76,Poha,Curd Rice,Khichdi,Boiled Eggs
Male,54,168,65,Mesomorph,Lean Bulk,2541,113,317,70,Vegetable Upma,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Peanut Chaat
Female,41,155,72,Endomorph,Fat Loss,1956,154,244,54,Paneer Paratha,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Peanut Chaat
Female,32,186,58,Endomorph,Lean Bulk,2634,116,329,73,Oats with Milk,"Roti, Sabzi & Dal",Khichdi,Boiled Eggs
Female,38,157,55,Mesomorph,Maintenance,2834,120,354,78,Poha,Curd Rice,Grilled Chicken & Veggies,Roasted Chana
Female,18,160,57,Mesomorph,Maintenance,2935,115,366,81,Paneer Paratha,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Fruit Bowl
Female,19,160,54,Ectomorph,Fat Loss,2884,116,360,80,Paneer Paratha,Rajma Chawal,Grilled Chicken & Veggies,Peanut Chaat
Male,36,157,71,Mesomorph,Fat Loss,2020,155,252,56,Idli & Sambar,"Rice, Dal & Veg Curry",Khichdi,Peanut Chaat
Female,46,177,68,Mesomorph,Fat Loss,2075,138,259,57,Poha,"Roti, Sabzi & Dal",Roti & Paneer Curry,Roasted Chana
Male,55,187,73,Endomorph,Fat Loss,2728,133,341,75,Paneer Paratha,Chicken Curry with Rice,Vegetable Stir Fry,Protein Shake
Female,24,164,69,Mesomorph,Maintenance,1898,133,237,52,Poha,"Roti, Sabzi & Dal",Vegetable Stir Fry,Peanut Chaat
Female,38,174,70,Ectomorph,Lean Bulk,1885,146,235,52,Oats with Milk,Curd Rice,Vegetable Stir Fry,Boiled Eggs
Female,24,172,68,Ectomorph,Lean Bulk,2389,119,298,66,Paneer Paratha,Chicken Curry with Rice,Grilled Chicken & Veggies,Boiled Eggs
Female,24,164,92,Mesomorph,Lean Bulk,1996,158,249,55,Poha,Chicken Curry with Rice,Roti & Paneer Curry,Protein Shake
Male,52,184,62,Ectomorph,Maintenance,1852,112,231,51,Vegetable Upma,"Roti, Sabzi & Dal",Fish Curry with Rice,Peanut Chaat
Male,47,168,57,Endomorph,Fat Loss,2045,106,255,56,Paneer Paratha,Curd Rice,Khichdi,Fruit Bowl
Male,35,157,72,Ectomorph,Fat Loss,2255,146,281,62,Vegetable Upma,Chicken Curry with Rice,Vegetable Stir Fry,Boiled Eggs
Female,47,190,97,Endomorph,Fat Loss,1951,196,243,54,Vegetable Upma,"Rice, Dal & Veg Curry",Fish Curry with Rice,Fruit Bowl
Female,30,185,92,Endomorph,Lean Bulk,1816,160,227,50,Poha,Curd Rice,Grilled Chicken & Veggies,Roasted Chana
Female,48,159,81,Ectomorph,Fat Loss,2817,143,352,78,Oats with Milk,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Roasted Chana
Male,45,154,81,Endomorph,Fat Loss,2227,164,278,61,Idli & Sambar,Curd Rice,Khichdi,Protein Shake
Female,55,165,90,Mesomorph,Maintenance,2886,179,360,80,Oats with Milk,Rajma Chawal,Grilled Chicken & Veggies,Boiled Eggs
Female,49,190,75,Endomorph,Maintenance,2912,141,364,80,Idli & Sambar,Chicken Curry with Rice,Roti & Paneer Curry,Boiled Eggs
Female,46,170,65,Endomorph,Maintenance,2037,110,254,56,Vegetable Upma,"Rice, Dal & Veg Curry",Khichdi,Peanut Chaat
Male,48,181,88,Mesomorph,Fat Loss,2280,142,285,63,Vegetable Upma,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Peanut Chaat
Male,53,170,66,Endomorph,Maintenance,2642,121,330,73,Paneer Paratha,Curd Rice,Fish Curry with Rice,Boiled Eggs
Male,35,181,96,Ectomorph,Maintenance,1893,171,236,52,Paneer Paratha,Chicken Curry with Rice,Vegetable Stir Fry,Roasted Chana
Male,25,189,89,Mesomorph,Lean Bulk,2905,143,363,80,Idli & Sambar,Curd Rice,Roti & Paneer Curry,Boiled Eggs
Female,53,154,91,Ectomorph,Fat Loss,2231,165,278,61,Oats with Milk,Chicken Curry with Rice,Vegetable Stir Fry,Peanut Chaat
Male,36,160,73,Mesomorph,Maintenance,2241,141,280,62,Oats with Milk,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Fruit Bowl
Male,50,175,100,Mesomorph,Lean Bulk,2121,176,265,58,Idli & Sambar,Chicken Curry with Rice,Grilled Chicken & Veggies,Fruit Bowl
Female,25,174,91,Mesomorph,Lean Bulk,2352,192,294,65,Idli & Sambar,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Peanut Chaat
Male,18,184,88,Ectomorph,Lean Bulk,2601,151,325,72,Poha,Rajma Chawal,Khichdi,Peanut Chaat
Male,37,167,79,Ectomorph,Lean Bulk,2341,172,292,65,Poha,Curd Rice,Fish Curry with Rice,Boiled Eggs
Female,23,164,76,Endomorph,Maintenance,2789,134,348,77,Poha,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Peanut Chaat
Male,49,175,73,Endomorph,Fat Loss,2021,136,252,56,Poha,"Rice, Dal & Veg Curry",Fish Curry with Rice,Roasted Chana
Female,41,180,86,Ectomorph,Fat Loss,2436,154,304,67,Idli & Sambar,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Roasted Chana
Male,49,187,65,Ectomorph,Lean Bulk,2625,128,328,72,Paneer Paratha,"Roti, Sabzi & Dal",Vegetable Stir Fry,Roasted Chana
Male,49,166,76,Mesomorph,Fat Loss,2491,159,311,69,Idli & Sambar,Rajma Chawal,Vegetable Stir Fry,Protein Shake
Female,18,167,94,Ectomorph,Fat Loss,2800,181,350,77,Vegetable Upma,Chicken Curry with Rice,Khichdi,Peanut Chaat
Female,50,185,97,Endomorph,Lean Bulk,2015,179,251,55,Idli & Sambar,Curd Rice,Grilled Chicken & Veggies,Fruit Bowl
Male,51,157,60,Ectomorph,Maintenance,2032,97,254,56,Paneer Paratha,Curd Rice,Grilled Chicken & Veggies,Protein Shake
Female,26,185,76,Mesomorph,Lean Bulk,2407,126,300,66,Vegetable Upma,Rajma Chawal,Vegetable Stir Fry,Boiled Eggs
Female,54,160,59,Mesomorph,Fat Loss,2218,122,277,61,Vegetable Upma,"Roti, Sabzi & Dal",Vegetable Stir Fry,Boiled Eggs
Female,47,163,71,Endomorph,Fat Loss,2077,120,259,57,Paneer Paratha,"Rice, Dal & Veg Curry",Khichdi,Peanut Chaat
Male,27,180,54,Ectomorph,Maintenance,2184,92,273,60,Idli & Sambar,"Roti, Sabzi & Dal",Fish Curry with Rice,Boiled Eggs
Male,21,189,79,Endomorph,Lean Bulk,1936,143,242,53,Poha,Chicken Curry with Rice,Khichdi,Fruit Bowl
Male,35,168,77,Endomorph,Fat Loss,2426,140,303,67,Paneer Paratha,Rajma Chawal,Vegetable Stir Fry,Protein Shake
Male,22,187,59,Ectomorph,Fat Loss,2243,104,280,62,Vegetable Upma,"Roti, Sabzi & Dal",Roti & Paneer Curry,Roasted Chana
Female,39,186,99,Endomorph,Fat Loss,2367,215,295,65,Poha,Curd Rice,Grilled Chicken & Veggies,Roasted Chana
Male,32,163,55,Endomorph,Lean Bulk,2093,93,261,58,Idli & Sambar,Rajma Chawal,Roti & Paneer Curry,Fruit Bowl
Male,50,178,77,Endomorph,Maintenance,2469,137,308,68,Idli & Sambar,Chicken Curry with Rice,Vegetable Stir Fry,Peanut Chaat
Female,42,180,72,Mesomorph,Fat Loss,2449,138,306,68,Poha,Chicken Curry with Rice,Grilled Chicken & Veggies,Boiled Eggs
Male,45,185,78,Mesomorph,Fat Loss,2313,156,289,64,Poha,Curd Rice,Khichdi,Roasted Chana
Male,41,179,99,Endomorph,Maintenance,2668,171,333,74,Poha,Chicken Curry with Rice,Fish Curry with Rice,Boiled Eggs
Male,18,162,78,Mesomorph,Fat Loss,2199,125,274,61,Vegetable Upma,Rajma Chawal,Roti & Paneer Curry,Boiled Eggs
Female,50,150,88,Mesomorph,Lean Bulk,2363,174,295,65,Paneer Paratha,"Rice, Dal & Veg Curry",Khichdi,Boiled Eggs
Male,54,151,95,Mesomorph,Fat Loss,2730,179,341,75,Paneer Paratha,"Roti, Sabzi & Dal",Roti & Paneer Curry,Fruit Bowl
Female,19,189,95,Ectomorph,Fat Loss,2162,201,270,60,Oats with Milk,"Rice, Dal & Veg Curry",Fish Curry with Rice,Fruit Bowl
Male,46,190,95,Ectomorph,Maintenance,1999,200,249,55,Vegetable Upma,Chicken Curry with Rice,Vegetable Stir Fry,Fruit Bowl
Female,38,160,87,Endomorph,Maintenance,2857,139,357,79,Paneer Paratha,Curd Rice,Roti & Paneer Curry,Fruit Bowl
Male,50,159,96,Mesomorph,Lean Bulk,2153,179,269,59,Vegetable Upma,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Protein Shake
Female,29,190,97,Ectomorph,Maintenance,2360,187,295,65,Idli & Sambar,Rajma Chawal,Fish Curry with Rice,Protein Shake
Male,54,179,55,Ectomorph,Lean Bulk,2173,112,271,60,Oats with Milk,Rajma Chawal,Vegetable Stir Fry,Fruit Bowl
Male,18,163,90,Mesomorph,Maintenance,1966,191,245,54,Oats with Milk,Rajma Chawal,Grilled Chicken & Veggies,Roasted Chana
Female,21,174,95,Mesomorph,Lean Bulk,2371,160,296,65,Vegetable Upma,Curd Rice,Grilled Chicken & Veggies,Roasted Chana
Female,30,161,68,Mesomorph,Fat Loss,2700,119,337,75,Paneer Paratha,Rajma Chawal,Vegetable Stir Fry,Boiled Eggs
Female,51,178,90,Endomorph,Lean Bulk,1875,195,234,52,Poha,Curd Rice,Grilled Chicken & Veggies,Protein Shake
Male,45,172,91,Endomorph,Maintenance,2224,164,278,61,Poha,"Roti, Sabzi & Dal",Khichdi,Fruit Bowl
Male,34,163,79,Mesomorph,Lean Bulk,2036,150,254,56,Oats with Milk,Curd Rice,Grilled Chicken & Veggies,Peanut Chaat
Female,41,186,74,Endomorph,Fat Loss,1869,132,233,51,Idli & Sambar,Rajma Chawal,Roti & Paneer Curry,Roasted Chana
Female,48,171,71,Endomorph,Lean Bulk,2183,152,272,60,Vegetable Upma,Chicken Curry with Rice,Fish Curry with Rice,Protein Shake
Male,19,178,89,Mesomorph,Fat Loss,2979,179,372,82,Paneer Paratha,Curd Rice,Grilled Chicken & Veggies,Boiled Eggs
Female,39,180,93,Mesomorph,Maintenance,1882,202,235,52,Oats with Milk,"Roti, Sabzi & Dal",Roti & Paneer Curry,Peanut Chaat
Female,35,186,75,Endomorph,Lean Bulk,2135,143,266,59,Vegetable Upma,"Roti, Sabzi & Dal",Vegetable Stir Fry,Roasted Chana
Male,26,171,100,Ectomorph,Lean Bulk,2433,207,304,67,Oats with Milk,Rajma Chawal,Fish Curry with Rice,Peanut Chaat
Male,47,150,92,Ectomorph,Lean Bulk,2152,163,269,59,Idli & Sambar,Chicken Curry with Rice,Grilled Chicken & Veggies,Roasted Chana
Female,23,165,59,Endomorph,Fat Loss,2566,94,320,71,Oats with Milk,Rajma Chawal,Roti & Paneer Curry,Peanut Chaat
Female,31,180,92,Mesomorph,Maintenance,2297,189,287,63,Idli & Sambar,Curd Rice,Grilled Chicken & Veggies,Boiled Eggs
Male,43,170,68,Endomorph,Fat Loss,2669,133,333,74,Poha,"Rice, Dal & Veg Curry",Khichdi,Peanut Chaat
Male,32,188,61,Ectomorph,Maintenance,2541,110,317,70,Idli & Sambar,"Roti, Sabzi & Dal",Vegetable Stir Fry,Peanut Chaat
Male,32,158,81,Ectomorph,Lean Bulk,2232,144,279,62,Idli & Sambar,Rajma Chawal,Fish Curry with Rice,Roasted Chana
Female,27,168,69,Mesomorph,Fat Loss,2784,111,348,77,Paneer Paratha,Chicken Curry with Rice,Grilled Chicken & Veggies,Peanut Chaat
Male,47,155,72,Endomorph,Fat Loss,2007,143,250,55,Paneer Paratha,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Boiled Eggs
Male,54,182,74,Endomorph,Maintenance,1823,139,227,50,Paneer Paratha,Curd Rice,Roti & Paneer Curry,Boiled Eggs
Female,34,190,57,Endomorph,Maintenance,2828,103,353,78,Paneer Paratha,Rajma Chawal,Vegetable Stir Fry,Boiled Eggs
Male,29,177,84,Mesomorph,Fat Loss,1963,141,245,54,Vegetable Upma,"Roti, Sabzi & Dal",Khichdi,Roasted Chana
Female,45,153,79,Mesomorph,Lean Bulk,2048,167,256,56,Paneer Paratha,Rajma Chawal,Roti & Paneer Curry,Protein Shake
Female,34,177,71,Endomorph,Maintenance,1848,136,231,51,Oats with Milk,Rajma Chawal,Khichdi,Peanut Chaat
Male,46,170,69,Endomorph,Lean Bulk,2028,125,253,56,Idli & Sambar,"Roti, Sabzi & Dal",Fish Curry with Rice,Roasted Chana
Male,23,184,56,Ectomorph,Fat Loss,2096,110,262,58,Paneer Paratha,Rajma Chawal,Khichdi,Peanut Chaat
Male,51,186,79,Ectomorph,Lean Bulk,2468,144,308,68,Oats with Milk,"Roti, Sabzi & Dal",Roti & Paneer Curry,Peanut Chaat
Male,39,190,97,Mesomorph,Maintenance,2620,156,327,72,Vegetable Upma,"Rice, Dal & Veg Curry",Fish Curry with Rice,Fruit Bowl
Male,54,166,69,Endomorph,Fat Loss,2904,145,363,80,Oats with Milk,"Rice, Dal & Veg Curry",Khichdi,Protein Shake
Female,31,177,67,Endomorph,Fat Loss,2180,118,272,60,Idli & Sambar,"Roti, Sabzi & Dal",Fish Curry with Rice,Roasted Chana
Female,35,150,76,Ectomorph,Lean Bulk,2648,151,331,73,Vegetable Upma,Rajma Chawal,Fish Curry with Rice,Protein Shake
Female,24,164,64,Ectomorph,Fat Loss,2464,110,308,68,Poha,Rajma Chawal,Vegetable Stir Fry,Peanut Chaat
Female,39,184,74,Mesomorph,Fat Loss,1825,133,228,50,Vegetable Upma,Rajma Chawal,Fish Curry with Rice,Roasted Chana
Female,49,163,84,Endomorph,Lean Bulk,2598,147,324,72,Idli & Sambar,"Roti, Sabzi & Dal",Roti & Paneer Curry,Peanut Chaat
Female,23,163,97,Endomorph,Maintenance,2422,172,302,67,Vegetable Upma,Curd Rice,Fish Curry with Rice,Fruit Bowl
Male,55,160,89,Mesomorph,Fat Loss,2683,164,335,74,Idli & Sambar,Rajma Chawal,Vegetable Stir Fry,Peanut Chaat
Male,42,184,58,Mesomorph,Fat Loss,2052,96,256,57,Oats with Milk,Chicken Curry with Rice,Roti & Paneer Curry,Protein Shake
Female,29,160,99,Endomorph,Maintenance,2926,182,365,81,Oats with Milk,Curd Rice,Vegetable Stir Fry,Boiled Eggs
Female,41,190,56,Endomorph,Fat Loss,2450,106,306,68,Poha,Curd Rice,Grilled Chicken & Veggies,Peanut Chaat
Female,47,168,78,Ectomorph,Lean Bulk,2619,138,327,72,Poha,Rajma Chawal,Fish Curry with Rice,Roasted Chana
Male,42,187,91,Mesomorph,Maintenance,2640,155,330,73,Idli & Sambar,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Roasted Chana
Male,54,176,51,Mesomorph,Fat Loss,2311,86,288,64,Paneer Paratha,"Rice, Dal & Veg Curry",Khichdi,Fruit Bowl
Female,53,182,62,Ectomorph,Maintenance,2555,126,319,70,Oats with Milk,Chicken Curry with Rice,Fish Curry with Rice,Roasted Chana
Female,26,168,54,Ectomorph,Lean Bulk,2982,101,372,82,Oats with Milk,"Roti, Sabzi & Dal",Fish Curry with Rice,Roasted Chana
Male,47,182,91,Ectomorph,Fat Loss,2478,193,309,68,Oats with Milk,Chicken Curry with Rice,Fish Curry with Rice,Fruit Bowl
Male,20,176,83,Mesomorph,Maintenance,1944,171,243,54,Vegetable Upma,"Roti, Sabzi & Dal",Roti & Paneer Curry,Protein Shake
